Node name,Node pack name,Display Name,Simple Name,Long docstring,Short docstring,Tags,Icon
CheckpointLoaderSimple (dirty),comfyui_bmad_nodes,CheckpointLoaderSimple (dirty),Simple Checkpoint Loader,"This node simplifies the process of loading model checkpoints by automatically finding and loading the appropriate checkpoint file based on a given checkpoint name. It abstracts away the complexities of locating and verifying checkpoint files, making it easier to load models for further use or analysis.",Automatically load model checkpoints by name.,"['Model', 'Loading', 'Checkpoint']",square-check
Conditioning Grid (string) Advanced,comfyui_bmad_nodes,Conditioning Grid (string) Advanced,Text-Enhanced Grid Conditioner (Adv.),"This node enhances the functionality of ConditioningGridCond by incorporating an advanced text encoding step for each text input using AdvancedCLIPTextEncode. It automates the process of encoding text inputs into conditionings and then applies these conditionings to a grid's AreaConditioners, facilitating a more nuanced and customizable conditioning process for grid-based operations.",Enhance text input encoding for grid-based conditioning.,"['Diffusion', 'Conditioning', 'Conditioning']",file-waveform
ToMaskList,comfyui_bmad_nodes,ToMaskList,Convert To Mask List,"The ToMaskList node is designed to convert a collection of inputs into a list of masks. This node plays a crucial role in organizing and preparing mask data for further processing or manipulation within a pipeline, ensuring that data is in the correct format for subsequent nodes that require mask inputs.",Convert inputs into a list of masks.,"['Segmentation', 'Masks', 'Mask']",mask
EqualizeHistogram,comfyui_bmad_nodes,EqualizeHistogram,Histogram Equalizer,"The EqualizeHistogram node is designed to enhance the contrast of an image by equalizing its histogram. This process redistributes the intensity levels of the image, potentially improving its visual perception.",Enhance image contrast by equalizing histogram.,"['Image', 'Image Transformation and Manipulation']",photo-film
Color (hexadecimal),comfyui_bmad_nodes,Color (hexadecimal),Hex Color Converter,"This node is designed to convert hexadecimal color codes into a format that can be utilized within the system, ensuring compatibility and proper representation of colors as defined by their hex codes. It validates the hex code format and converts it to a recognized color format for further processing or display.",Convert hexadecimal color codes for system use.,"['Image', 'Color and Channels', 'Color']",hashtag
FromListGetImages,comfyui_bmad_nodes,FromListGetImages,Image List Accessor,"The node 'FromListGetImages' is designed to retrieve a specific image from a list of images based on a given index. It enables random access to the images in the list, including the ability to access images in reverse order by using negative indexes.",Retrieve specific images from a list by index.,"['Data', 'Data Types', 'List']",images
RemapReverseBarrelDistortion,comfyui_bmad_nodes,RemapReverseBarrelDistortion,Correct Barrel Distortion,"This node is designed to apply a reverse barrel distortion effect to images. It utilizes parameters to adjust the distortion effect, allowing for the correction of barrel distortion or the application of reverse effects based on the specified parameters.",Apply reverse barrel distortion to images.,"['Image', 'Visual Effects']",indent
ToFloatList,comfyui_bmad_nodes,ToFloatList,Convert To Float List,"The `ToFloatList` node is designed to aggregate individual float values into a list, facilitating operations that require collective processing or manipulation of multiple float entries. This node serves as a utility for converting discrete float inputs into a structured list format, enabling more efficient handling and application in subsequent computational tasks.",Aggregate float values into a list.,"['Data', 'Data Conversion and Manipulation', 'DataConversion']",clipboard-list
RemapBarrelDistortion,comfyui_bmad_nodes,RemapBarrelDistortion,Barrel Distortion Adjuster,"This node is designed to apply barrel distortion to images, a common technique for correcting or introducing distortion based on lens characteristics. It can undistort images from camera and lens combinations or create specific types of distortion such as barrel, pincushion, or mustache distortion.",Apply or correct barrel distortion in images.,"['Image', 'Image Transformation and Manipulation', 'ImageTransformation']",vials
VAEEncodeBatch,comfyui_bmad_nodes,VAEEncodeBatch,Batch Image Encoder,"The VAEEncodeBatch node is designed to encode a batch of images into their latent representations using a Variational Autoencoder (VAE). It processes multiple images sequentially, leveraging a VAE model to transform each image into a latent space vector, and then concatenates these vectors to form a batch of latent representations.",Encode images into latent representations using VAE.,"['Diffusion', 'Decoding', 'VAE']",photo-film
Get Contour from list,comfyui_bmad_nodes,Get Contour from list,Extract Contour By Index,"This node is designed to retrieve a specific contour from a list of contours based on a given index. It abstracts the process of accessing contours within a collection, facilitating the extraction of individual contour data for further processing or analysis.",Retrieve specific contour from a collection.,"['Detectors', 'Utils', 'Contour']",file-waveform
RemapPinch,comfyui_bmad_nodes,RemapPinch,Pinch Distortion,"The RemapPinch node is designed to apply a pinch distortion effect to images, allowing for the adjustment of the distortion's power and center through specified parameters. It leverages a mathematical model to modify the image geometry, creating visually compelling effects that can enhance or alter the appearance of images in creative ways.",Apply pinch distortion effect to images.,"['Image', 'Image Transformation and Manipulation', 'ImageTransformation']",grip-vertical
